name_entreprise,name_establishment,creation_date,type_way,address,city,postal_code,gender,first_name,last_name,brewery_status,created_by,last_modification_date,last_modified_by
ORTAN,MICROBRASSERIE AUBERGE ORTAN,2022-01-13,PLACE,MARCEL PROUST,LA CANOURGUE,48500,,,,0,,,
CRAFTY BREWPUB BRASSERIE,CRAFTY BREWPUB BRASSERIE,2022-01-21,AVENUE,DE OUAGADOUGOU,LOUDUN,86200,,,,0,,,
L'AGITEE BRASSERIE CASTRAISE,,2021-12-08,TRAVERSE,DU PUITS,CASTRES,81100,,,,0,,,
BRASSERIE DE VAUCROZE,,2022-01-15,CHEMIN,DE VAUCROZE,SORGUES,84700,,,,0,,,
,LA TARGYCLETTE,2022-03-01,RUE,DU MOULIN,JAULNY,54470,M,PIERRE,TARGY,0,,,
GLOBE BREWER,,2022-01-17,RUE,DU FAUBOURG SAINT-ELOI,SAINT-LANGIS-LES-MORTAGNE,61400,,,,0,,,
BRASSERIE DE L'ESCARGOT,BRASSERIE DE L'ESCARGOT,2022-01-05,AVENUE,LOUIS COPPEL,THYEZ,74300,,,,0,,,
HAROMAEL,,2022-02-01,CHEMIN,DU CHANAY,SAINT-BALDOPH,73190,,,,0,,,
[ND],[ND],2022-01-03,[ND],[ND],SAINT-JOACHIM,[ND],[ND],[ND],[ND],0,,,
LA BRASSERIE DES MAOUTS,,2021-10-07,LD,TY CRANN,OUESSANT,29242,,,,0,,,
MICROBRASSERIE KOKO-BIER,,2022-01-26,RUE,DES ALPES,HOMBOURG,68490,,,,0,,,
MICROBRASSERIE KOKO-BIER,,2022-10-04,RUE,PRINCIPALE,HOMBOURG,68490,,,,0,,,
,IL FUT UN TEMPS,2022-01-21,,LE GRAND CHEMIN,REVENTIN-VAUGRIS,38121,M,ARNAUD,BERTRAND,0,,,
BRASSERIE MOSAIQUE,,2022-01-25,RUE,DES GERANIUMS,RIOTORD,43220,,,,0,,,
LA PLANTA PARIS BRASSERIE,,2022-01-07,ALLEE,LOUIS BONNIER,ISSY-LES-MOULINEAUX,92130,,,,0,,,
[ND],[ND],2022-02-01,[ND],[ND],SAINT-PEE-SUR-NIVELLE,[ND],[ND],[ND],[ND],0,,,
LA BRASSERIE DU LEVANT,,2022-01-12,RUE,PAUL CHARRIER,TOULOUSE,31100,,,,0,,,
LE GRAND BARBU,,2022-01-28,AVENUE,PHILIPPE ROCHAT,ANTIBES,06600,,,,0,,,
BRASSERIE VALDAL,BRASSERIE VALDAL,2022-02-09,HAM,LA FERRIERE,VALDALLIERE,14350,,,,0,,,
,BRASSERIE ARTISANALE D'ALCIACUS,2022-02-01,RUE,DE DONWETZ,AUCHY-LES-HESDIN,62770,M,DANNY,DE KEULENEIRE,0,,,
[ND],[ND],2021-10-13,[ND],[ND],BARNAS,[ND],[ND],[ND],[ND],0,,,
LA BRASSERIE DE L OURS BARBU,LA BRASSERIE DE L OURS BARBU,2022-01-31,IMPASSE,DES NOYERS,SAINT-NICOLAS-DE-MACHERIN,38500,,,,0,,,
LA BRASSERIE DE L OURS BARBU,,2022-06-01,RUE,DU LOUVASSET,VOIRON,38500,,,,0,,,
BIERE ARTISANALE DE MARIENTHAL,BAM,2022-02-01,PLACE,DE LA BASILIQUE MARIENTHAL,HAGUENAU,67500,,,,0,,,
MICROBRASSERIE TARVOS,MICROBRASSERIE TARVOS,2022-01-25,ROUTE,DE DRAGUIGNAN,SALERNES,83690,,,,0,,,
LA KAVAI,,2022-02-03,AVENUE,MICHEL ROCARD,VILLEMUR-SUR-TARN,31340,,,,0,,,
,BRASSERIE LA CHATOUNETTE,2022-02-01,,LES CHAUMES EST,PRAILLES-LA COUARDE,79370,M,MICHEL,TRICOCHE,0,,,
BRASSERIE DE BAHUS,BRASSERIE DU BAHUS,2022-01-27,ROUTE,D’EUGENIE,BAHUS-SOUBIRAN,40320,,,,0,,,
,LA CASA DA CERVEJA,2022-02-24,,LE MEIX DES PUITS,SAVIGNY-LE-SEC,21380,M,JEAN-ERIC,DOS SANTOS,0,,,
,,2022-03-01,,BOTCOURIC,MALGUENAC,56300,M,FLORIAN,LE BOT,0,,,
,VARAI,2022-03-01,ROUTE,DE TOULON,LE LUC,83340,M,ROBIN,CAMACHO,0,,,
,L'ARMOIRE A BIERE,2022-05-01,,LE BOURG,LA CAPELLE-BLEYS,12240,F,FANNY,AMAR,0,,,
BORNA,,2022-01-07,PLACE,DE LA CAVE MARC,PLAUZAT,63730,,,,0,,,
LA BIERE D'EN-HAUT,LA BIERE D'EN-HAUT,2022-02-10,AVENUE,DE LA TABLE DE PIERRE,FRANCHEVILLE,69340,,,,0,,,
GEESTRIJK NV,,2022-01-01,,WILDERENLAAN 8,,,,,,0,,,
NYSOS,,2022-02-11,RUE,DU MOULIN,ETINEHEM-MERICOURT,80340,,,,0,,,
ENSIAL,ENSIAL CONSEIL,2022-02-11,AVENUE,PIERRE MENDES-FRANCE,MERIGNAC,33700,,,,0,,,
ENSIAL,,2024-01-06,AVENUE,GEORGE V,MERIGNAC,33700,,,,0,,,
LA BRASSERIE D'HECHIBRES,,2022-02-14,,GRAND PRE,FLEURIE,69820,,,,0,,,
BRASSERIE HIRONDELLE,BRASSERIE HIRONDELLE,2022-01-26,RUE,MARACCI,LILLE,59800,,,,0,,,
BRASSERIE L'OBRADOR,,2022-02-10,RTE,DE VIEILLEVILLE,COMPREIGNAC,87140,,,,0,,,
NOOTKA,NOOTKA BEER CO,2022-01-14,AVENUE,DU ROMARIN,VILLENEUVE-LES-BEZIERS,34420,,,,0,,,
L'ERMITE,,2022-03-01,RTE,DE LAPLEAU,SOURSAC,19550,,,,0,,,
OUTER RANGE ALPS,,2022-02-09,AVENUE,DE LA GRANDE ARMEE,PARIS,75016,,,,0,,,
OUTER RANGE ALPS,,2023-02-10,RUE,DU CAPITAINE BULLE,SALLANCHES,74700,,,,0,,,
BRASSERIE MOKA,,2022-02-05,RUELLE,POUNOUSSAMY,SAINTE-MARIE,97438,,,,0,,,
BRASSERIE MOKA,,2023-05-01,RUE,DES LILAS,BRAS-PANON,97412,,,,0,,,
SARL BRASSERIE LA TROISIEME JUMELLE,BRASSERIE LA TROISIEME JUMELLE,2022-02-15,RUE,NUNGESSER,NEUILLY-SUR-MARNE,93330,,,,0,,,
BRASSERIE ARTISANALE DE BREHAT,,2022-02-10,,LE BOURG,BREHAT,22870,,,,0,,,
LA BIERE DE PROVINS,LBDP,2022-02-07,PLACE,DU MARECHAL LECLERC,PROVINS,77160,,,,0,,,
,ALBINCHE,2022-03-01,,40 A CHE DES ALLAVARDS,L'ALBENC,38470,M,MICKAEL,BACHIMONT,0,,,
SARL MICROBRASSERIE BON VENT,BON VENT MICROBRASSERIE MARITIME CALAIS,2022-02-01,RUE,DE LA POMME D'OR,CALAIS,62100,,,,0,,,
LA GERBOISE,,2024-03-01,ROUTE,DE LA BRIDOIRE,SAINT-BERON,73520,,,,0,,,
,BRASSERIE DE L'AISSOU,2022-03-01,ROUTE,DE SAINT ANDRE,MANDAGOUT,30120,F,CHARLOTTE,PLANCHON,0,,,
BRASSERIE LASARDE,,2022-03-01,RUE,DU BOUT DU MONDE,SAINT-GUILHEM-LE-DESERT,34150,,,,0,,,
BRASSERIE ARTISANALE AUTRE MONDE,,2022-02-16,ROUTE,DE MONTCENIS,LE CREUSOT,71200,,,,0,,,
S & S,LA RIFF,2021-12-20,RUE,PORTE MADELEINE,ORLEANS,45000,,,,0,,,
S & S,,2022-05-24,IMPASSE,DES VIGNES,SAINT-PRYVE-SAINT-MESMIN,45750,,,,0,,,
,BRASSERIE ARTISANALE SAINVAL,2022-01-03,RUE,DE LA SABLIERE,STUTZHEIM-OFFENHEIM,67370,M,VALENTIN,POTIER,0,,,
BRASSERIE SPOT,,2024-01-01,CHEMIN,CABRIS,LES AVIRONS,97425,,,,0,,,
LA FRACASSE COQUILLE,,2024-03-13,RUE,PIERRE BENOIT,LIBOURNE,33500,,,,0,,,
SMBC,,2022-02-01,BOULEVARD,LONGCHAMP,MARSEILLE,13001,,,,0,,,
SMBC,BOISSONS SOIFFE,2022-10-01,RUE,LAFAYETTE,MARSEILLE,13001,,,,0,,,
BRASSERIE DE LA FENSCH,BRASSERIE DE LA FENSCH,2022-02-16,RUE,DE LA FENDERIE,HAYANGE,57700,,,,0,,,
BRASSERIE LEVAIN,AYMERIC TISSOT - BRASSEUR ASSEMBLEUR,2022-02-25,,GRANDE-RUE,BESANCON,25000,,,,0,,,
INSA'BRASSE,,2016-03-18,BOULEVARD,LAHITOLLE,BOURGES,18000,,,,0,,,
EITIC,EITIC,2022-03-01,ROUTE,DES AYES,SAINT-GEORGES-D'ESPERANCHE,38790,,,,0,,,
THIS IS HAWKLAND,THIS IS HAWKLAND,2022-02-24,BOULEVARD,DU MONT BORON,NICE,06300,,,,0,,,
,BRASSERIE COM'TOIS,2022-03-01,RUE,DU MARRONNIER,BEAUMOTTE-AUBERTANS,70190,M,REMI,JACQUOT,0,,,
GOUGAM DC,,2023-06-13,RUE,D'ITALIE,MARSEILLE,13006,,,,0,,,
[ND],[ND],2024-07-01,[ND],[ND],MOREILLES,[ND],[ND],[ND],[ND],0,,,
BRASSERIE DU BASSIGNY,,2022-02-22,PETITE RUE,DES SAULES,PARNOY-EN-BASSIGNY,52400,,,,0,,,
ARCKA,ARCKA,2022-03-03,RUE,DE LA GARE,GIERES,38610,,,,0,,,
ARCKA,,2022-07-01,RUE,DE MAYENCIN,SAINT-MARTIN-D'HERES,38400,,,,0,,,
ARCKA,,2022-07-01,RUE,DES ALLIES,GRENOBLE,38100,,,,0,,,
,BRASSERIE BEERVAL,2022-03-07,AVENUE,DE MEREILLE,LE VAL-D'AJOL,88340,M,NICOLAS,LARRIERE,0,,,
LA BINETTE,LA BINETTE,2022-01-26,,ZONE INDUSTRIELLE DU SOUBEILLE,BOULOGNE-SUR-GESSE,31350,,,,0,,,
[ND],[ND],2022-03-02,[ND],[ND],HAMBACH,[ND],[ND],[ND],[ND],0,,,
BRASSERIE METRONOME,BRASSERIE METRONOME,2022-03-08,RUE,DES PYRENEES,LESPOUEY,65190,,,,0,,,
LPBC,,2022-03-01,RUE,DU CHATEAU DE VAUX,CHANCAY,37210,,,,0,,,
,BRASSERIE DE LA POULE,2022-03-20,PLACE,DE L'EVECHE,MILHAUD,30540,M,JESSY,LEITE,0,,,
LA PIRATERIE,LA PIRATERIE,2022-05-17,,LES TRUBERDIERES,ECOMMOY,72220,,,,0,,,
MOGWAI BEER COMPANY,,2022-04-25,RUE,DU GENERAL RAPP,MUNDOLSHEIM,67450,,,,0,,,
BRASSERIE BELLADONE,BRASSERIE BELLADONE,2022-07-01,RUE,GAMBETTA,VILLENOY,77124,,,,0,,,
EXPEDITION BREWERY,EXPEDITION BREWERY,2022-03-15,RUE,DE LA COLLINERIE,BAILLY,78870,,,,0,,,
BE NEWS,,2022-03-04,RUE,BUFFON,LE HAVRE,76600,,,,0,,,
PAIN LIQUIDE,PAIN LIQUIDE,2023-04-06,RUE,MONTESQUIEU,NEBIAN,34800,,,,0,,,
BRASSERIE RV,BRASSERIE INDEPENDANTE RV,2022-05-01,RUE,DES CHARMES,CHAUVE,44320,,,,0,,,
LA MAIN AU FUT,LA MAIN AU FUT,2022-03-01,ROUTE,DE SAINT MICHEL,SAINT-MAURICE-EN-CHALENCON,07190,,,,0,,,
LA NACELLE,,2022-03-14,AVENUE,ANDRE DULIN,ROCHEFORT,17300,,,,0,,,
LA LICQUOISE,,2022-04-01,RUE,DE CANCHY,LICQUES,62850,,,,0,,,
BV BREWING CO.,,2022-01-27,AVENUE,DE LA GARE,LE CHEYLARD,07160,,,,0,,,
BRASSERIE DES MILLES,,2022-03-16,RUE,DU LIEUTENANT PARAYRE,AIX-EN-PROVENCE,13290,,,,0,,,
L'ASSOCIATION DES BRASSEURS ARDENNAIS DE HAYBES,,2022-03-08,PLACE,DE LA CHARITE,HAYBES,08170,,,,0,,,
BRASSERIE EL DOCTOR,,2022-01-25,IMPASSE,AL LANN,DOUARNENEZ,29100,,,,0,,,
MICROBRASSERIE LOCH'ALE,,2022-04-01,RUE,ALAIN GERBAULT,AURAY,56400,,,,0,,,
CAP MARCA,,2022-03-22,,ALBARON,ARLES,13104,,,,0,,,
,L'ECOPAINTE,2024-07-01,CHEMIN,DE CHAMP VERT,SAINT-ROMAIN-D'AY,07290,M,DUSTY,IBBS,0,,,
MICRO BRASSERIE FUNK,,2022-03-11,RUE,DU CARCAN,BOUGLAINVAL,28130,,,,0,,,
,BRASSERIE ARTISANALE PIQUE-PRUNE,2022-04-01,,LA PETITE MOINERIE,JUPILLES,72500,F,MELANIE,BARBAULT,0,,,
BRASSERIE LA RINCOTTE,BRASSERIE LA RINCOTTE,2022-03-10,RUE,LOUIS PERGAUD,MAICHE,25120,,,,0,,,
,AILLEURS - LA GNAC,2022-03-14,TRAVERSE,DU LAVOIR,ROUFFIGNAC-SAINT-CERNIN-DE-REILHAC,24580,F,ELLEN,CLAUSS,0,,,
BRASSERIE VICTOIRE,BRASSERIE VICTOIRE,2022-03-17,AVENUE,FRANCOIS MITTERAND,GALGON,33133,,,,0,,,
YAMAS,,2022-06-13,RUE,DU PRE MIEL,BREAL-SOUS-MONTFORT,35310,,,,0,,,
[ND],[ND],2022-03-07,[ND],[ND],BRAZEY-EN-PLAINE,[ND],[ND],[ND],[ND],0,,,
LE WILD COMPAGNIE,LE WILD COMPAGNIE,2022-04-05,AVENUE,JULES FERRY,THONON-LES-BAINS,74200,,,,0,,,
BRASSERIE IPSUM,,2022-03-31,RUE,DU GRAND JARDIN,SAINT-MALO,35400,,,,0,,,
BRASSERIE LORC'H,,2022-04-01,BD,DU PT. VERSAILLES-POLE DES,NOZAY,44170,,,,0,,,
,PICOBRASSERIE GABRIEL,2022-03-31,RUE,FAIRMONT,DURNINGEN,67270,M,ARNAUD,DUMORTIER,0,,,
DDW HANDCRAFTED SAS,,2022-11-09,BOULEVARD,DAVOUT,PARIS,75020,,,,0,,,
BRASSERIE LA BESTIOLE,BRASSERIE LA BESTIOLE,2022-04-01,RUE,DU PATIS,SAINT-BARTHELEMY-D'ANJOU,49124,,,,0,,,
DRAENEK,,2022-04-01,RUE,DE LA LOIRE,BAIN-DE-BRETAGNE,35470,,,,0,,,
LA MAM BRASSERIE,,2022-04-01,ROUTE,D'ARPIGNY,MARCELLAZ,74250,,,,0,,,
BRASSERIE BORDELO,POPOP,2022-03-31,PLACE,DE L'EGLISE,PLOUMILLIAU,22300,,,,0,,,
,BRASSERIE DES POTEAUX,2022-03-26,RUE,DE L’HOPITAL,SAINT-AVE,56890,M,FRANCOIS,HURAULT,0,,,
LA CONFRERIE DU HOUBLON,,2022-03-01,BOULEVARD,FROISSART,VALENCIENNES,59300,,,,0,,,
BRASSERIE DU PONT D'ARC,,2022-03-23,ALL,DES CADES ZA LES ESTRADES,VALLON PONT D'ARC,07150,,,,0,,,
,BRASSERIE LEUDICA,2022-03-31,ROUTE,DE VITRY,SULLY-LA-CHAPELLE,45450,M,SAMUEL,CHANONIER,0,,,
[ND],[ND],2022-05-02,[ND],[ND],SAINT-SIGISMOND-DE-CLERMONT,[ND],[ND],[ND],[ND],0,,,
BRASSERIE PUZZLE,,2022-04-05,ROUTE,DE BRESSE,LENT,01240,,,,0,,,
[ND],[ND],2022-05-01,[ND],[ND],SERVANCE-MIELLIN,[ND],[ND],[ND],[ND],0,,,
,BRASSERIE MILVUS,2022-05-02,IMPASSE,MORON,LE BARBOUX,25210,F,LAURENCE,VIGNA,0,,,
BRASSERIE SAINTE-CROIX,,2022-04-07,RUE,SAINT-SAUVEUR,BAUDUEN,83630,,,,0,,,
LES GALOPINS,LES GALOPINS,2022-03-29,AVENUE,DU CHATEAU LAUGIER,CHATEAUNEUF-LES-MARTIGUES,13220,,,,0,,,
LA PEISEROTE,,2022-04-08,RUE,DE L'ECOLE DES MINES,PEISEY-NANCROIX,73210,,,,0,,,
[ND],[ND],2022-05-01,[ND],[ND],SAINT-LUMINE-DE-COUTAIS,[ND],[ND],[ND],[ND],0,,,
BRASSERIE VERACRUZ,,2022-04-05,RUE,DU CROISIC,SAINT-NAZAIRE,44600,,,,0,,,
BRASSERIE JD,BRASSERIE JD,2023-11-16,ROUTE,DEPARTEMENTALE 104,COUX,07000,,,,0,,,
[ND],[ND],2022-03-18,[ND],[ND],CHAUMONT,[ND],[ND],[ND],[ND],0,,,
LES GUEULES D'ORGE,,2022-10-24,BOULEVARD,ALBERT 1ER,SAINT-ETIENNE,42000,,,,0,,,
BRASSERIE BULLE,,2022-04-01,,LE PETIT JONCAS,MONTLAUX,04230,,,,0,,,
A FLEUR DE MOUSSE,,2022-04-21,RTE,DE LA GRANGETTE,SEPX,31360,,,,0,,,
BRASSERIE LES TROIS CLOCHERS,,2022-04-19,PLACE,DES VICTIMES DE LA GESTAPO,PAMIERS,09100,,,,0,,,
MICROBRASSERIE DU SEPTENAIRE,MICROBRASSERIE DU SEPTENAIRE,2022-03-03,RUE,DE L’ARTISANAT,NIEDERMODERN,67350,,,,0,,,
BIERES ORIGINALES DE CASINCA,BIERE DE LA VIGNE,2022-05-01,,MAISON DE LA VIGNE,VENZOLASCA,20215,,,,0,,,
BRASSEURS ALPINS,BRASSEURS ALPINS,2022-05-17,CHEMIN,DE ROGINE,MARIN,74200,,,,0,,,
LA BRASSERIE DE L'ESCRINET,,2022-04-25,IMP,DES GOUZIS,SAINT-ETIENNE-DE-BOULOGNE,07200,,,,0,,,
KERSCOT SAS,BRASSERIE LA RENVERSE,2022-05-01,RUE,DU DOLMEN,ILE-AUX-MOINES,56780,,,,0,,,
BRASSERIE DES BALCONS,,2022-04-26,ROUTE,D'ARGENT,MORESTEL,38510,,,,0,,,
[ND],[ND],2022-06-15,[ND],[ND],GRUN-BORDAS,[ND],[ND],[ND],[ND],0,,,
FENN,,2022-05-11,RUE,FRANCIS MARIOTTE,RENNES,35200,,,,0,,,
GUIRLIGUIGUI,LA BRASSERIE AU BORD DU LIT,2022-05-01,CAMI,VELL DE CORNEILLA,FILLOLS,66820,,,,0,,,
L'ECUME SAUVAGE,L'ECUME SAUVAGE,2022-05-01,,LA MALADRIE,LANGUENAN,22130,,,,0,,,
,BRASSERIE LANDAISE BELUSIENNE,2022-05-01,ROUTE,DU MOULIN A VENT,BELUS,40300,M,JULIEN,LOCHON,0,,,
BRASSERIE SKOGULL,,2022-03-01,,GRANDE RUE,PUCHEVILLERS,80560,,,,0,,,
AMEVIN,FLEUVES,2024-06-08,ZONE,ARTISANALE,CANDES-SAINT-MARTIN,37500,,,,0,,,
LES TETES BLANCHES,FERME BRASSERIE LES TETES BLANCHES,2022-04-15,IMPASSE,MATOT,HIGUERES-SOUYE,64160,,,,0,,,
,BRASSERIE LOUGUE,2022-06-01,,LA MERDIE,VICQ SUR BREUILH,87260,M,PIERRE-ANTOINE,LOUSTAUD,0,,,
BRASSERIE DU MORVAN,,2022-05-01,ROUTE,DE CHATEAU CHINON,LA CELLE-EN-MORVAN,71400,,,,0,,,
,DUDE BEERS,2022-04-06,RUE,DU LIEUTENANT COLONEL BIRAUD,POITIERS,86000,M,FABIEN,DAILLIER,0,,,
,BRASSERIE SAINTE-CECILE,2022-07-01,PASSAGE,CHAPELLE,LE HAVRE,76610,M,NICOLAS,GAULTIER,0,,,
THE WITTY KITTY,THE WITTY KITTY,2022-05-02,RUE,DE L’HERS,ESCALQUENS,31750,,,,0,,,
BRASSERIE BO KAY,DOUB'SIS,2023-10-23,RUE,DES FLEURISTES,SAINTE-MARIE,97230,,,,0,,,
BRASSERIE CROIZAT,,2022-04-25,RUE,AMBROISE CROIZAT,SAINT-CYR-L'ECOLE,78210,,,,0,,,
,,2024-04-25,ALLEE,LUCIE AUBRAC,SENNECEY-LES-DIJON,21800,M,VINCENT,MORENO,0,,,
,BRASSERIE BOULY,2022-05-02,PLACE,DE LA MAIRIE,TANLAY,89430,M,GUILLAUME,BOULY,0,,,
,LA PATAKA,2022-04-18,LOTISSEMENT,SATEC,SAINT-ANDRE,97440,M,PATRICK,POTHIN,0,,,
,BRASSERIE LA CAFRINE,2025-01-01,RUE,EVARISTE DE PARNY,SAINT-LOUIS,97421,M,JULIEN,RIVIERE,0,,,
BVOBELLEDONNE,,2022-06-01,RUE,DE CHARTREUSE,LE VERSOUD,38420,,,,0,,,
BREWZIK,BREWZIK,2022-06-01,RUE,CHARLES DE GAULLE,VILLE-SUR-ANCRE,80300,,,,0,,,
,"BRASSERIE "" AUX BULLES DE SAKURA """,2022-06-01,LOTISSEMENT,L’OREE DU BOIS,AVEIZIEUX,42330,M,ANTHONY,AROD,0,,,
HOPTROTTERS,HOPTROTTERS,2022-06-01,ROUTE,DE FLEY,FLEY,71390,,,,0,,,
BRASSERIE DU GLAND,,2022-05-17,CHEMIN,DE CHENOUCHE,IZIEU,01300,,,,0,,,
BRASSERIE PERRAUT,,2022-05-19,RUE,PIERRE GROULET,MARTIGNE-FERCHAUD,35640,,,,0,,,
BRASSERIE ZOURITE,BRASSERIE ZOURITE,2023-06-16,RUE,CAMILLE FRANCK CADET,L'ETANG-SALE,97427,,,,0,,,
,LA P'TITE DERNIERE,2023-05-03,RUE,SAINT HILAIRE,LA FERRIERE-AIROUX,86160,F,VANESSA,COSTE,0,,,
[ND],[ND],2022-06-01,[ND],[ND],HERSERANGE,[ND],[ND],[ND],[ND],0,,,
,BRASSERIE DU DOLMEN TREGASTEL,2022-05-01,,ZA DU DOLMEN,TREGASTEL,22730,M,PIERRE BAPTISTE,PAPIN,0,,,
,WENK EMMANUEL,2022-06-01,RUE,DU VIEUX CORMIER,GUESSLING-HEMERING,57380,M,EMMANUEL,WENK,0,,,
,BRASSERIE AIPA,2024-10-09,RUE,CHANTERAINE,JUNIVILLE,08310,M,JEAN,N'GANGA MBEMBA,0,,,
LES P'TITS JOUEURS,LES P'TITS JOUEURS,2022-05-24,RUE,DE PERENCHIES,VERLINGHEM,59237,,,,0,,,
T & B,,2022-05-16,,LA CROIX GICQUIAU,COUERON,44220,,,,0,,,
BRASSERIE DU VALHALLA,BRASSERIE DU VALHALLA,2022-06-01,AVENUE,DU PONT,PONTAUMUR,63380,,,,0,,,
L'ESCALE,,2023-07-07,BOULEVARD,DE L'EUROPE,BOURGUEBUS,14540,,,,0,,,
MORI N' BEER,BRASSERIE DU MORI,2023-09-01,,GRANDE RUE,MORIVILLE,88330,,,,0,,,
MICROBRASSERIE ORIGINE,,2022-05-23,AVENUE,DE RODEZ,BARAQUEVILLE,12160,,,,0,,,
TRIMOUSS,,2022-06-01,AV,ARISTIDE GIGOT,VEZIERES,86120,,,,0,,,
,LES PETITES BULLES,2022-06-01,RUE,DE LA ROCHE BARCHEY,LORAY,25390,M,MAXIME,DOLE,0,,,
,DROSERA,2022-11-07,CHEMIN,DU BARAT DE LA BENQUE,SIRADAN,65370,M,VINCENT,PONS,0,,,
,BRASSERIE LE PIC DE MINUIT,2022-07-01,AVENUE,JEAN MOULIN,PIERREFITTE-NESTALAS,65260,M,XAVIER,ATROUS,0,,,
BRASSERIE ARTISANALE DRYADE,,2022-06-01,RTE,DE MANZIAT BAGE LA VILLE,BAGE-DOMMARTIN,01380,,,,0,,,
BRASSERIE OVATA,,2022-04-04,,ZI ST ELOI,BOUZONVILLE,57320,,,,0,,,
COUZ'O'BEER,,2022-06-02,RUE,DU VIEUX MOULIN,FEROLLES,45150,,,,0,,,
,ALCHIMISTE 71,2022-06-01,RUE,DU PUITS TROIS,BLANZY,71450,M,NICOLAS,GIACOMETTI,0,,,
BRASSERIE DU LAVOIR,,2022-10-03,RUE,DE L'ARBOIS,PULNOY,54425,,,,0,,,
BRASSEUR DE L'ISLE SUR LA SORGUE,,2022-06-13,RUE,MICHELET,L'ISLE-SUR-LA-SORGUE,84800,,,,0,,,
MINIMUM,MINIMUM,2022-11-09,AVENUE,ALEXIS REY,MONTREUIL-SUR-ILLE,35440,,,,0,,,
BRASSERIE AOUF,,2022-07-01,ROUTE,DU PLESSIS,SAINT-GEORGES-SUR-LA-PREE,18100,,,,0,,,
,BRASSERIE DU VALHALLA,2022-07-01,ROUTE,FRANCOIS MOUTON,CHATEAUNEUF,42800,M,LAURENT,BROCHET,0,,,
SARL BRASSERIE DA GOUSKET,BRASSERIE DA GOUSKET,2022-06-15,,ZI DE LA GARE,SAINT-THEGONNEC LOC-EGUINER,29410,,,,0,,,
LABDD,,2022-05-24,AVENUE,D'ORLEANS,DONNERY,45450,,,,0,,,
BRASSERIE XD,BREWPILS,2022-06-01,RUE,DUCHATEL-OHAUSS,VERZENAY,51360,,,,0,,,
BRASSERIE DAC (DRINK A CANETTE),,2022-06-03,RUE,DES AGRIAIRES,TARNES,33240,,,,0,,,
MBF,,2022-03-27,CHEMIN,DE PELIGON,SAINT-LOUBES,33450,,,,0,,,
QUATRE FILS,QUATRE FILS,2022-06-15,RUE,DE CASTEL PARC,NIORT,79000,,,,0,,,
LA RIOLE,,2022-07-01,RUE,BENJAMIN FRANKLIN,LA FERTE-SAINT-AUBIN,45240,,,,0,,,
CRRC,LE LOCAL - MINI BRASSERIE,2022-06-21,AVENUE,PAUL SEJOURNE,TOULOUSE,31000,,,,0,,,
BRASSERIE LA BONLOHI,,2022-06-15,CHEMIN,DU BEILLARD,GERARDMER,88400,,,,0,,,
MICROBRASSERIE L'ESK'ALE,,2022-07-18,RUE,DES ROHAN,KERNASCLEDEN,56540,,,,0,,,
[ND],[ND],2022-07-15,[ND],[ND],CHARLY,[ND],[ND],[ND],[ND],0,,,
BIERE DE PAROISSE,,2022-07-01,RUE,DE L'EST,BOULOGNE-BILLANCOURT,92100,,,,0,,,
BRASSERIE BON VOYAGE,BRASSERIE BON VOYAGE,2022-09-01,,LE ROUGE,FOULAYRONNES,47510,,,,0,,,
BRASSERIE DE FIVES,,2023-11-01,PLACE,DES OUVRIERS,LILLE,59800,,,,0,,,
LA COMTESSE,LA COMTESSE DE GRIGNAN,2022-07-02,CHE,DES EAUTAGNES - QUARTIER AUTAGNE,GRIGNAN,26230,,,,0,,,
LA COMTESSE,,2023-01-18,,ZA SUD,GRIGNAN,26230,,,,0,,,
BRASSERIE DES DEUX BEN,BRASSERIE DES DEUX BEN,2022-06-01,RUE,DE LA FRATERNITE,ESBLY,77450,,,,0,,,
DODIEDAD,,2024-06-25,,VERDUN - VESSEY,PONTORSON,50170,,,,0,,,
,L'EPICURIENNE,2022-06-27,,LA VEDRENNE,SAINT-MOREIL,23400,M,BENJAMIN,LALIGANT,0,,,
SAS 2ARM,ANCAN MICROBRASSERIE,2024-06-28,,LA TIRE,CROTTET,01290,,,,0,,,
PIX'ALE,,2022-07-01,RUE,PIERRE TERMIER,COLLONGES-AU-MONT-D'OR,69660,,,,0,,,
[ND],[ND],2022-06-17,[ND],[ND],SIZUN,[ND],[ND],[ND],[ND],0,,,
GAME OVER BREWING CO.,,2022-07-01,CHEMIN,DE LA GLACIERE,TOULOUSE,31200,,,,0,,,
,PROFESSEUR LACTO,2022-07-01,RUE,CHAUMONT PATIN,PREUILLY-SUR-CLAISE,37290,M,GREGORY,DELEPINE,0,,,
LES COMPAGNONS DU HOUBLON,,2022-06-30,MONTEE,DU SAVEL,ANNONAY,07100,,,,0,,,
,BRASSERIE DE ST JOUIN BRUNEVAL,2022-09-09,PLACE,CLAUDE CHEINISSE,SAINT-JOUIN-BRUNEVAL,76280,M,PIERRE,GRZELCZYK,0,,,
BRASSERIE DU MENEZ HOM,BRASSERIE DU MENEZ HOM,2022-07-04,RUE,DU CHAP,DINEAULT,29150,,,,0,,,
,SUOFANNOB,2022-07-01,ROUTE,DE BEZIERS,PAILHES,34490,M,JEAN,BONNAFOUS,0,,,
LA DEVIATION,,2022-06-17,RUE,D'ANJOU,RIAILLE,44440,,,,0,,,
